,Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
589,WH_100589,EID_50589,Rural,Large,North,Zone 6,7,1,2,4866,Company Owned,55,0,0,1,161,43.0,2011.0,18,0,B,6,6,21126
590,WH_100590,EID_50590,Rural,Mid,West,Zone 2,6,3,3,5895,Rented,31,0,0,0,186,22.0,,8,1,C,5,1,11084
591,WH_100591,EID_50591,Rural,Mid,West,Zone 2,5,1,3,5843,Company Owned,41,0,0,1,256,49.0,1999.0,27,0,A,6,12,35071
592,WH_100592,EID_50592,Rural,Mid,South,Zone 3,6,0,3,7884,Rented,56,0,0,0,215,18.0,2003.0,29,1,B,6,27,38069
593,WH_100593,EID_50593,Rural,Large,West,Zone 6,6,0,4,5383,Company Owned,34,0,0,1,190,21.0,2000.0,25,1,A+,5,29,32105
594,WH_100594,EID_50594,Rural,Large,North,Zone 6,2,3,2,7251,Rented,40,0,0,0,148,20.0,,13,0,B+,5,4,15057
595,WH_100595,EID_50595,Rural,Large,West,Zone 5,4,0,4,5196,Company Owned,38,1,0,1,166,43.0,2009.0,13,0,C,3,24,17139
596,WH_100596,EID_50596,Rural,Large,West,Zone 5,5,0,2,3516,Company Owned,58,0,0,0,65,22.0,2018.0,12,0,B,2,10,15141
597,WH_100597,EID_50597,Rural,Large,West,Zone 6,4,0,5,4451,Rented,33,0,0,0,208,31.0,2019.0,9,0,B,4,29,11122
598,WH_100598,EID_50598,Rural,Large,North,Zone 5,8,0,3,3713,Company Owned,27,0,1,1,99,28.0,1999.0,25,0,B+,5,25,29129
599,WH_100599,EID_50599,Rural,Small,West,Zone 1,6,0,2,5201,Company Owned,28,0,0,1,265,32.0,2000.0,34,0,C,3,21,46142
600,WH_100600,EID_50600,Rural,Large,North,Zone 6,2,1,3,4517,Rented,59,0,0,1,177,,,18,0,B,2,29,20143
601,WH_100601,EID_50601,Rural,Large,East,Zone 5,8,0,7,4258,Company Owned,54,1,0,1,87,31.0,2014.0,14,0,A,4,14,20135
602,WH_100602,EID_50602,Rural,Mid,West,Zone 2,1,0,4,6619,Company Owned,61,0,0,1,75,42.0,,0,0,,0,1,4088
603,WH_100603,EID_50603,Rural,Mid,North,Zone 2,0,0,3,2764,Company Owned,52,1,1,1,220,21.0,,24,0,B+,6,1,28087
604,WH_100604,EID_50604,Rural,Large,South,Zone 5,0,0,3,5487,Company Owned,58,0,0,0,214,17.0,,32,0,B,5,14,38061
605,WH_100605,EID_50605,Rural,Mid,South,Zone 4,4,0,2,5260,Company Owned,44,0,0,1,167,24.0,2005.0,16,0,B,5,26,20138
606,WH_100606,EID_50606,Urban,Mid,West,Zone 3,0,2,7,3610,Company Owned,66,0,0,1,64,24.0,,15,0,C,6,27,18124
607,WH_100607,EID_50607,Rural,Large,South,Zone 5,6,0,2,5409,Company Owned,63,0,0,1,75,26.0,2014.0,13,0,B,1,10,16115
608,WH_100608,EID_50608,Rural,Large,East,Zone 5,5,0,6,4014,Company Owned,21,0,0,0,86,36.0,2018.0,12,1,B+,3,14,16093
609,WH_100609,EID_50609,Rural,Large,North,Zone 5,2,2,2,5262,Rented,61,0,0,0,191,,,5,0,C,3,17,6114
610,WH_100610,EID_50610,Rural,Mid,North,Zone 4,5,0,3,5402,Rented,45,0,0,1,111,29.0,2001.0,36,0,A,2,26,49058
611,WH_100611,EID_50611,Urban,Large,West,Zone 5,7,3,4,4197,Rented,49,0,1,1,234,32.0,,15,0,B,4,10,17094
612,WH_100612,EID_50612,Rural,Large,North,Zone 6,4,0,2,4412,Rented,17,0,0,1,210,30.0,2013.0,13,1,A+,6,28,17084
613,WH_100613,EID_50613,Rural,Large,North,Zone 5,5,0,3,3995,Company Owned,68,0,0,1,154,23.0,2003.0,31,0,A,5,17,40055
614,WH_100614,EID_50614,Rural,Mid,West,Zone 3,4,1,3,4225,Rented,17,0,0,0,160,,1998.0,32,0,C,5,19,42107
615,WH_100615,EID_50615,Rural,Large,North,Zone 5,3,0,3,4506,Company Owned,45,0,0,1,201,28.0,2017.0,6,1,A+,2,5,9099
616,WH_100616,EID_50616,Rural,Mid,North,Zone 3,2,2,4,4996,Rented,57,0,0,1,64,29.0,,20,0,B,5,19,23150
617,WH_100617,EID_50617,Rural,Mid,South,Zone 4,6,0,6,6672,Company Owned,18,0,0,1,255,35.0,1998.0,17,0,A,4,11,21113
618,WH_100618,EID_50618,Rural,Small,West,Zone 6,7,1,8,4441,Rented,70,0,0,1,261,28.0,2008.0,14,0,B,2,15,17150
619,WH_100619,EID_50619,Urban,Small,West,Zone 6,7,3,3,4993,Company Owned,30,0,0,1,94,26.0,,10,1,A+,3,9,14133
620,WH_100620,EID_50620,Rural,Large,West,Zone 6,0,0,5,4420,Company Owned,16,0,0,0,149,32.0,,8,0,B,3,6,9079
621,WH_100621,EID_50621,Rural,Large,West,Zone 5,4,0,3,6711,Company Owned,69,0,1,0,113,32.0,2012.0,14,0,B,1,14,17079
622,WH_100622,EID_50622,Rural,Mid,West,Zone 2,5,0,4,4926,Company Owned,24,0,0,1,163,24.0,2023.0,0,0,,0,12,8139
623,WH_100623,EID_50623,Urban,Small,South,Zone 1,1,0,2,5152,Rented,48,0,0,1,98,24.0,,39,0,A,4,30,52141
624,WH_100624,EID_50624,Rural,Large,North,Zone 6,3,0,3,4081,Company Owned,39,0,0,1,176,24.0,,11,0,B,4,6,13072
625,WH_100625,EID_50625,Rural,Large,South,Zone 5,0,0,3,4313,Rented,31,0,0,0,147,24.0,,22,0,B+,3,25,25148
626,WH_100626,EID_50626,Rural,Large,South,Zone 5,5,0,2,4284,Rented,47,0,0,0,84,27.0,2015.0,19,1,A+,2,10,28058
627,WH_100627,EID_50627,Rural,Small,South,Zone 6,6,0,2,5285,Company Owned,68,0,0,1,259,34.0,2023.0,0,0,,0,2,8087
628,WH_100628,EID_50628,Rural,Mid,North,Zone 4,8,1,4,5222,Rented,21,0,0,1,166,29.0,2004.0,30,0,C,4,26,39092
629,WH_100629,EID_50629,Rural,Small,South,Zone 6,2,2,2,5096,Company Owned,22,0,0,1,192,28.0,,14,1,A,5,2,19055
630,WH_100630,EID_50630,Rural,Mid,South,Zone 2,3,0,3,4292,Company Owned,49,0,0,0,111,34.0,2015.0,9,0,C,4,32,11133
631,WH_100631,EID_50631,Rural,Mid,West,Zone 3,3,0,4,4197,Rented,55,0,0,1,89,29.0,2008.0,21,0,A,3,19,29135
632,WH_100632,EID_50632,Rural,Large,North,Zone 6,4,0,4,4816,Rented,61,1,0,1,270,28.0,2003.0,24,0,A,3,6,30114
633,WH_100633,EID_50633,Rural,Large,North,Zone 5,8,0,2,4991,Company Owned,64,1,0,1,58,15.0,2001.0,24,1,A+,6,5,31135
634,WH_100634,EID_50634,Rural,Mid,North,Zone 3,6,0,3,4986,Company Owned,21,0,0,1,87,29.0,2017.0,9,0,B,6,27,11077
635,WH_100635,EID_50635,Rural,Large,North,Zone 5,7,0,4,5275,Company Owned,56,0,0,1,168,27.0,,9,0,B,6,14,10098
636,WH_100636,EID_50636,Rural,Mid,South,Zone 4,2,0,2,4020,Company Owned,30,0,0,1,101,22.0,,14,0,A+,6,11,17096
637,WH_100637,EID_50637,Rural,Large,North,Zone 6,8,1,2,4533,Rented,41,0,0,1,208,36.0,,14,1,A+,2,28,18128
638,WH_100638,EID_50638,Rural,Small,West,Zone 6,7,2,9,4265,Rented,48,1,1,1,145,40.0,,4,0,A,2,9,5139
639,WH_100639,EID_50639,Rural,Large,North,Zone 6,1,3,4,3422,Company Owned,66,0,0,1,105,40.0,,22,1,A+,3,6,28100
640,WH_100640,EID_50640,Rural,Small,North,Zone 1,5,0,4,6785,Company Owned,32,0,0,1,145,29.0,1998.0,27,0,A,5,21,37094
641,WH_100641,EID_50641,Rural,Small,South,Zone 6,6,0,3,4354,Company Owned,52,0,0,1,236,28.0,2023.0,0,0,,0,15,6130
642,WH_100642,EID_50642,Urban,Small,West,Zone 1,3,0,2,4895,Rented,32,0,0,0,141,24.0,2007.0,19,1,B+,2,3,23099
643,WH_100643,EID_50643,Rural,Small,South,Zone 6,8,0,3,4826,Rented,28,0,1,0,161,29.0,2009.0,17,0,B,2,2,21093
644,WH_100644,EID_50644,Rural,Large,South,Zone 6,7,4,4,3916,Company Owned,41,0,0,0,82,22.0,2013.0,9,0,B,6,29,11107
645,WH_100645,EID_50645,Rural,Mid,North,Zone 2,3,0,4,5045,Company Owned,46,0,0,1,210,24.0,2013.0,19,0,C,6,12,24073
646,WH_100646,EID_50646,Rural,Large,North,Zone 6,7,0,2,4557,Rented,41,0,0,0,236,20.0,,18,0,B,4,6,21075
647,WH_100647,EID_50647,Rural,Mid,West,Zone 3,7,0,4,5132,Company Owned,65,0,0,1,237,25.0,2012.0,14,0,B+,2,19,18112
648,WH_100648,EID_50648,Rural,Mid,South,Zone 2,7,1,2,5366,Rented,20,0,0,0,119,19.0,,14,1,A+,2,32,18088
649,WH_100649,EID_50649,Rural,Small,South,Zone 6,0,0,2,5734,Company Owned,28,1,1,1,74,46.0,,5,0,C,2,9,7084
650,WH_100650,EID_50650,Rural,Large,North,Zone 5,6,0,2,4627,Company Owned,51,0,0,0,257,33.0,2002.0,28,1,C,5,14,40090
651,WH_100651,EID_50651,Rural,Mid,North,Zone 3,1,2,1,4827,Company Owned,15,0,0,1,249,26.0,,22,0,C,4,27,28071
652,WH_100652,EID_50652,Urban,Large,North,Zone 6,7,0,2,5043,Rented,53,1,0,1,180,42.0,2010.0,19,0,B+,3,28,24126
653,WH_100653,EID_50653,Rural,Large,West,Zone 5,2,0,4,6330,Company Owned,24,0,0,1,155,22.0,,15,0,C,3,14,20088
654,WH_100654,EID_50654,Rural,Large,North,Zone 5,1,0,3,6801,Company Owned,40,0,0,0,148,32.0,,26,0,B+,6,14,33144
655,WH_100655,EID_50655,Rural,Mid,North,Zone 4,4,0,4,5515,Company Owned,31,0,0,1,93,23.0,2021.0,8,0,B,2,26,9134
656,WH_100656,EID_50656,Urban,Mid,West,Zone 4,1,0,4,6278,Company Owned,61,0,1,1,164,32.0,,16,0,B+,5,11,18083
657,WH_100657,EID_50657,Rural,Large,South,Zone 6,2,0,1,4863,Company Owned,48,1,0,1,192,33.0,,4,1,B,2,29,5084
658,WH_100658,EID_50658,Rural,Mid,North,Zone 4,3,1,3,5566,Company Owned,27,0,0,0,107,20.0,2005.0,22,0,B+,4,26,25102
659,WH_100659,EID_50659,Rural,Large,West,Zone 5,2,0,3,4718,Rented,18,0,0,1,98,25.0,,0,0,,0,10,3070
660,WH_100660,EID_50660,Rural,Mid,North,Zone 2,4,4,2,3861,Company Owned,27,0,0,1,201,34.0,2002.0,25,1,A+,3,12,32081
661,WH_100661,EID_50661,Rural,Mid,West,Zone 2,4,2,3,5398,Company Owned,55,0,0,1,255,23.0,,22,0,C,5,18,28097
662,WH_100662,EID_50662,Rural,Large,South,Zone 6,0,0,2,5616,Company Owned,59,0,0,1,58,29.0,,18,0,B+,6,29,20097
663,WH_100663,EID_50663,Rural,Large,North,Zone 6,6,1,3,5045,Company Owned,21,0,0,1,188,29.0,2005.0,25,0,C,2,23,32072
664,WH_100664,EID_50664,Rural,Mid,South,Zone 3,2,0,3,4674,Company Owned,19,0,0,1,125,26.0,,9,0,A+,6,27,13118
665,WH_100665,EID_50665,Rural,Mid,West,Zone 2,3,0,2,5990,Rented,56,0,0,0,85,19.0,2012.0,17,0,A,5,1,23080
666,WH_100666,EID_50666,Rural,Large,North,Zone 6,8,1,3,4928,Rented,16,0,0,0,171,18.0,2017.0,11,0,A,2,28,15083
667,WH_100667,EID_50667,Rural,Mid,West,Zone 4,4,0,4,6985,Rented,69,0,0,1,161,36.0,1997.0,31,0,B+,4,11,37145
668,WH_100668,EID_50668,Rural,Mid,North,Zone 3,6,1,2,5912,Rented,62,0,0,0,186,19.0,2002.0,23,0,B,6,27,27139
669,WH_100669,EID_50669,Rural,Large,South,Zone 6,1,0,2,4365,Company Owned,60,0,0,1,250,43.0,,8,0,B,2,29,10132
670,WH_100670,EID_50670,Rural,Large,West,Zone 6,6,2,5,4276,Company Owned,56,0,0,1,93,26.0,2005.0,21,0,B,3,6,24149
671,WH_100671,EID_50671,Rural,Large,West,Zone 6,8,2,4,3977,Company Owned,32,0,0,0,140,29.0,,12,0,C,3,23,15090
672,WH_100672,EID_50672,Rural,Large,North,Zone 6,4,0,2,6084,Company Owned,70,0,0,1,136,27.0,2011.0,19,1,A+,3,28,25127
673,WH_100673,EID_50673,Rural,Large,West,Zone 6,8,1,4,3833,Rented,45,0,0,0,163,33.0,2019.0,6,0,B+,1,23,7143
674,WH_100674,EID_50674,Rural,Large,North,Zone 6,2,0,1,5371,Rented,44,0,0,0,219,23.0,,38,0,C,6,28,52088
675,WH_100675,EID_50675,Rural,Mid,West,Zone 2,7,0,3,4758,Company Owned,21,0,0,1,65,22.0,2002.0,33,0,C,6,18,45132
676,WH_100676,EID_50676,Rural,Large,West,Zone 6,3,0,5,4381,Rented,55,0,1,1,179,22.0,2006.0,24,0,A,4,6,32059
677,WH_100677,EID_50677,Rural,Large,West,Zone 5,1,3,3,4564,Company Owned,55,0,0,1,206,28.0,,13,0,A,5,14,16137
678,WH_100678,EID_50678,Rural,Large,North,Zone 5,4,2,3,4636,Rented,64,0,0,0,244,29.0,2013.0,10,1,B+,5,17,12144
679,WH_100679,EID_50679,Urban,Mid,South,Zone 2,7,4,2,5492,Company Owned,39,0,0,1,156,45.0,2010.0,20,1,B,6,1,24092
680,WH_100680,EID_50680,Rural,Small,West,Zone 1,4,1,4,4793,Rented,64,0,0,0,103,21.0,2015.0,10,0,C,6,30,13062
681,WH_100681,EID_50681,Rural,Mid,North,Zone 2,0,0,3,5798,Rented,65,0,0,1,237,32.0,,31,0,B+,3,1,38130
682,WH_100682,EID_50682,Rural,Large,North,Zone 6,8,0,4,4582,Rented,29,0,0,0,80,18.0,2014.0,9,1,A+,6,29,13092
683,WH_100683,EID_50683,Rural,Large,North,Zone 6,8,0,2,6318,Company Owned,34,0,0,1,140,28.0,2002.0,30,1,A+,2,23,42060
684,WH_100684,EID_50684,Rural,Small,West,Zone 1,4,0,3,4773,Rented,39,0,0,0,169,23.0,,7,0,C,6,21,9078
685,WH_100685,EID_50685,Rural,Large,North,Zone 5,3,5,2,5592,Company Owned,40,0,0,1,109,31.0,,27,1,B+,4,17,33080
686,WH_100686,EID_50686,Rural,Large,North,Zone 6,3,0,3,4802,Company Owned,60,0,0,1,201,35.0,1999.0,26,1,A,4,28,37114
687,WH_100687,EID_50687,Rural,Small,North,Zone 6,0,1,2,6039,Company Owned,37,0,1,1,146,31.0,,6,0,B,3,13,7091
688,WH_100688,EID_50688,Rural,Mid,North,Zone 4,6,4,4,5061,Company Owned,19,0,0,1,268,25.0,2021.0,5,1,C,3,26,7080
689,WH_100689,EID_50689,Rural,Large,North,Zone 6,6,0,3,5203,Rented,37,0,0,0,230,34.0,,14,0,C,5,4,18065
690,WH_100690,EID_50690,Rural,Mid,North,Zone 3,4,0,3,6204,Company Owned,51,0,0,1,241,25.0,2005.0,24,1,A+,5,27,33089
691,WH_100691,EID_50691,Rural,Large,North,Zone 6,7,1,4,4363,Company Owned,29,0,0,1,187,45.0,,26,1,B+,3,6,31073
692,WH_100692,EID_50692,Rural,Small,North,Zone 1,4,0,2,5016,Rented,28,0,0,0,209,20.0,,4,1,B,5,31,5065
693,WH_100693,EID_50693,Rural,Mid,South,Zone 3,6,0,2,6267,Company Owned,27,0,0,1,134,26.0,2013.0,18,1,A,3,19,25110
694,WH_100694,EID_50694,Rural,Small,South,Zone 6,8,0,2,5004,Rented,29,0,0,1,213,33.0,2010.0,19,0,B,5,15,22131
695,WH_100695,EID_50695,Rural,Small,North,Zone 1,1,0,2,4654,Rented,29,0,0,1,82,24.0,,20,0,B+,4,3,25084
696,WH_100696,EID_50696,Urban,Large,North,Zone 6,4,0,2,6108,Rented,58,0,0,0,212,25.0,2014.0,10,0,B,6,28,12096
697,WH_100697,EID_50697,Rural,Mid,North,Zone 4,7,1,3,4325,Rented,43,0,0,0,248,18.0,1998.0,24,0,C,3,26,32055
698,WH_100698,EID_50698,Rural,Mid,South,Zone 3,3,3,1,3826,Company Owned,25,0,0,0,150,,,6,1,A+,6,19,8077
699,WH_100699,EID_50699,Urban,Mid,North,Zone 2,5,5,3,5527,Rented,36,1,0,1,105,32.0,,7,1,B,3,22,8092
700,WH_100700,EID_50700,Rural,Mid,West,Zone 3,7,0,2,5046,Company Owned,58,0,0,1,65,24.0,2005.0,25,1,B+,5,19,30087
701,WH_100701,EID_50701,Rural,Mid,North,Zone 3,4,0,1,4447,Company Owned,53,0,0,1,99,40.0,2017.0,11,1,A+,3,27,15125
702,WH_100702,EID_50702,Rural,Large,South,Zone 5,8,1,2,7188,Rented,58,0,0,1,232,44.0,2010.0,21,0,C,4,14,27104
703,WH_100703,EID_50703,Rural,Large,South,Zone 5,7,1,2,3549,Company Owned,40,0,0,0,141,25.0,2003.0,34,1,B+,5,25,42134
704,WH_100704,EID_50704,Rural,Large,North,Zone 6,1,0,2,3769,Rented,29,0,0,1,268,34.0,,5,0,B+,2,28,6147
705,WH_100705,EID_50705,Rural,Mid,South,Zone 3,8,0,3,5168,Rented,31,0,0,1,185,25.0,2020.0,11,0,B+,1,19,14101
706,WH_100706,EID_50706,Rural,Mid,South,Zone 2,6,0,2,7424,Company Owned,59,0,0,1,179,28.0,,13,0,B+,3,22,15100
707,WH_100707,EID_50707,Rural,Large,North,Zone 5,4,0,2,3494,Rented,45,0,0,0,121,,2011.0,16,0,C,4,24,21085
708,WH_100708,EID_50708,Rural,Mid,West,Zone 4,7,2,4,3117,Rented,62,0,0,1,98,33.0,,18,0,C,4,26,22124
709,WH_100709,EID_50709,Rural,Mid,South,Zone 2,6,0,2,5414,Company Owned,29,0,0,1,229,25.0,,19,1,A,2,12,24107
710,WH_100710,EID_50710,Rural,Mid,North,Zone 4,5,0,4,5256,Company Owned,40,0,0,1,242,22.0,2018.0,6,0,B+,3,26,7148
711,WH_100711,EID_50711,Rural,Large,North,Zone 5,6,0,2,4268,Company Owned,57,0,0,0,204,23.0,2014.0,19,1,B+,5,24,25098
712,WH_100712,EID_50712,Rural,Small,East,Zone 6,5,1,4,5325,Rented,40,0,0,1,220,39.0,,21,1,A+,5,15,28082
713,WH_100713,EID_50713,Rural,Mid,West,Zone 2,0,2,2,5628,Company Owned,23,0,0,1,270,34.0,,24,0,C,6,1,31133
714,WH_100714,EID_50714,Rural,Large,North,Zone 6,4,2,2,5329,Company Owned,17,0,0,0,130,26.0,,5,0,A,3,28,6088
715,WH_100715,EID_50715,Rural,Large,North,Zone 6,0,0,2,4548,Rented,37,0,0,0,125,32.0,,20,0,A,3,6,29073
716,WH_100716,EID_50716,Rural,Mid,North,Zone 2,4,0,2,5006,Rented,63,0,0,1,242,28.0,2004.0,35,1,B+,2,1,46079
717,WH_100717,EID_50717,Rural,Large,North,Zone 5,6,5,2,4040,Company Owned,38,0,0,1,251,31.0,,14,0,B+,4,14,16083
718,WH_100718,EID_50718,Rural,Mid,West,Zone 3,4,0,3,7342,Company Owned,69,0,0,0,56,19.0,2019.0,5,0,B,3,19,6110
719,WH_100719,EID_50719,Rural,Mid,North,Zone 2,0,0,3,6006,Rented,35,0,0,0,125,37.0,,36,0,A,6,22,49146
720,WH_100720,EID_50720,Rural,Small,North,Zone 1,4,1,4,4716,Company Owned,15,0,0,0,254,22.0,2003.0,25,0,A,4,31,32149
721,WH_100721,EID_50721,Rural,Large,North,Zone 5,3,2,3,4932,Rented,59,0,0,1,237,28.0,,6,1,A+,6,14,8091
722,WH_100722,EID_50722,Rural,Mid,East,Zone 4,3,2,5,3903,Company Owned,19,0,1,1,106,22.0,,25,0,C,6,26,31149
723,WH_100723,EID_50723,Rural,Large,North,Zone 6,0,0,2,8980,Rented,44,0,0,1,258,29.0,,16,0,C,4,23,20107
724,WH_100724,EID_50724,Rural,Small,West,Zone 6,8,0,5,3608,Company Owned,34,1,1,0,183,37.0,2007.0,18,1,A+,6,9,23089
725,WH_100725,EID_50725,Rural,Large,South,Zone 6,2,0,2,4447,Rented,17,0,0,0,130,32.0,,15,0,B+,6,29,19066
726,WH_100726,EID_50726,Rural,Large,West,Zone 6,7,1,4,4127,Company Owned,18,0,0,1,237,36.0,1999.0,19,0,B+,2,23,22133
727,WH_100727,EID_50727,Rural,Mid,West,Zone 4,7,0,4,4000,Company Owned,61,0,0,1,88,42.0,2017.0,5,0,B+,5,26,6124
728,WH_100728,EID_50728,Rural,Small,South,Zone 6,6,0,4,5132,Company Owned,49,0,0,1,70,20.0,1996.0,25,1,B+,4,9,32066
729,WH_100729,EID_50729,Rural,Large,West,Zone 5,7,1,2,4495,Company Owned,68,0,0,1,102,32.0,2001.0,38,1,A+,2,10,51134
730,WH_100730,EID_50730,Rural,Mid,South,Zone 2,4,1,2,4218,Rented,53,0,0,0,243,23.0,2013.0,17,0,B+,3,12,20117
731,WH_100731,EID_50731,Rural,Mid,North,Zone 4,4,0,4,4430,Company Owned,50,0,0,0,223,32.0,2014.0,17,0,B+,3,26,21141
732,WH_100732,EID_50732,Rural,Large,West,Zone 6,4,0,3,4397,Rented,51,0,0,0,231,23.0,2002.0,24,1,B,6,6,29121
733,WH_100733,EID_50733,Rural,Small,North,Zone 1,8,3,3,4736,Company Owned,35,0,0,1,211,27.0,2017.0,5,1,B+,6,3,6063
734,WH_100734,EID_50734,Rural,Large,West,Zone 5,3,0,2,4945,Company Owned,50,0,0,0,245,32.0,,15,1,A+,5,5,19067
735,WH_100735,EID_50735,Rural,Mid,South,Zone 2,0,0,2,6353,Company Owned,57,0,0,1,193,25.0,,0,0,,0,32,4074
736,WH_100736,EID_50736,Rural,Mid,West,Zone 2,7,0,3,4713,Company Owned,34,0,0,1,160,42.0,2015.0,21,0,B+,1,12,26123
737,WH_100737,EID_50737,Rural,Mid,North,Zone 4,1,0,2,4573,Rented,54,0,0,0,104,16.0,,16,0,C,6,26,22141
738,WH_100738,EID_50738,Rural,Large,West,Zone 6,5,2,5,5045,Rented,51,0,0,1,109,26.0,2021.0,5,0,B+,1,29,6150
739,WH_100739,EID_50739,Rural,Large,West,Zone 6,7,0,5,4137,Company Owned,57,1,0,1,160,43.0,,15,1,A+,3,23,20149
740,WH_100740,EID_50740,Rural,Large,West,Zone 5,1,0,6,5013,Company Owned,68,0,0,1,266,21.0,,32,0,C,4,14,43072
741,WH_100741,EID_50741,Rural,Mid,South,Zone 4,5,0,4,5158,Rented,63,0,0,1,163,33.0,2015.0,14,0,C,5,26,19131
742,WH_100742,EID_50742,Rural,Large,North,Zone 6,0,0,2,7175,Rented,34,0,0,1,132,22.0,,20,0,A+,5,4,27105
743,WH_100743,EID_50743,Rural,Large,West,Zone 6,6,0,6,5756,Rented,39,0,0,0,125,17.0,2002.0,35,1,C,3,6,50146
744,WH_100744,EID_50744,Rural,Mid,West,Zone 2,7,3,3,5121,Rented,35,0,0,1,163,20.0,2018.0,6,1,A+,1,12,8083
745,WH_100745,EID_50745,Rural,Large,West,Zone 5,8,0,2,4334,Rented,30,0,0,0,188,23.0,1999.0,24,1,A+,3,10,31061
746,WH_100746,EID_50746,Rural,Large,North,Zone 6,1,0,2,4505,Company Owned,60,0,0,1,80,28.0,,22,0,A,2,28,28081
747,WH_100747,EID_50747,Rural,Mid,South,Zone 2,5,3,3,3525,Rented,42,0,0,1,90,,,16,0,C,4,32,20138
748,WH_100748,EID_50748,Rural,Mid,West,Zone 4,1,1,5,4108,Company Owned,18,0,0,0,166,23.0,,28,0,A,5,11,36140
749,WH_100749,EID_50749,Rural,Small,West,Zone 6,8,3,4,4567,Company Owned,39,0,0,1,114,46.0,2017.0,5,0,B,3,9,6149
750,WH_100750,EID_50750,Rural,Large,South,Zone 5,6,0,2,4170,Rented,18,0,0,1,266,19.0,2006.0,28,1,A,5,25,39061
751,WH_100751,EID_50751,Rural,Mid,North,Zone 2,7,0,2,4196,Rented,55,1,1,1,262,27.0,2020.0,4,0,C,3,12,5143
752,WH_100752,EID_50752,Urban,Large,North,Zone 5,0,0,3,4881,Company Owned,36,0,0,1,144,35.0,,19,0,B+,6,17,23110
753,WH_100753,EID_50753,Rural,Large,West,Zone 6,2,1,4,3957,Company Owned,23,0,0,1,177,23.0,,13,0,A,4,23,16062
754,WH_100754,EID_50754,Rural,Large,North,Zone 5,5,0,4,4224,Company Owned,49,0,0,1,238,26.0,2002.0,22,1,A+,4,14,31057
755,WH_100755,EID_50755,Rural,Mid,South,Zone 2,2,1,2,5180,Company Owned,45,0,0,1,224,24.0,,9,0,A,3,32,12072
756,WH_100756,EID_50756,Rural,Small,North,Zone 6,0,1,4,5179,Company Owned,27,0,0,1,231,31.0,,14,0,A+,1,15,19078
757,WH_100757,EID_50757,Urban,Mid,North,Zone 2,4,0,3,5117,Rented,21,0,0,0,208,39.0,2011.0,16,1,C,1,12,22063
758,WH_100758,EID_50758,Rural,Mid,West,Zone 3,1,0,4,4300,Rented,21,0,0,1,254,21.0,,10,0,A+,6,19,14111
759,WH_100759,EID_50759,Rural,Large,North,Zone 6,1,0,4,5413,Rented,39,0,0,1,146,25.0,,5,0,B,1,29,6085
760,WH_100760,EID_50760,Rural,Large,North,Zone 5,7,1,4,4677,Company Owned,47,0,0,0,205,25.0,2018.0,7,0,B+,3,25,9060
761,WH_100761,EID_50761,Rural,Mid,South,Zone 3,5,0,3,4918,Company Owned,65,0,0,1,126,29.0,2000.0,33,1,C,3,27,47132
762,WH_100762,EID_50762,Rural,Small,North,Zone 6,5,0,4,5943,Rented,52,0,0,0,237,26.0,2023.0,0,0,,0,9,7072
763,WH_100763,EID_50763,Rural,Mid,West,Zone 3,3,1,4,4388,Rented,18,0,0,1,190,24.0,2018.0,13,0,A,2,19,18116
764,WH_100764,EID_50764,Rural,Mid,South,Zone 3,5,3,2,4108,Rented,28,0,0,1,59,28.0,,5,0,A,5,19,6131
765,WH_100765,EID_50765,Rural,Mid,North,Zone 4,6,0,5,4672,Company Owned,65,0,0,0,63,26.0,2009.0,20,0,B+,4,26,25089
766,WH_100766,EID_50766,Rural,Large,North,Zone 6,7,2,3,5170,Company Owned,64,0,0,1,215,29.0,2005.0,30,0,B,2,23,36112
767,WH_100767,EID_50767,Rural,Small,West,Zone 6,7,1,3,6170,Company Owned,34,0,0,1,159,29.0,2017.0,10,0,B,6,15,12142
768,WH_100768,EID_50768,Rural,Mid,West,Zone 4,0,0,4,4027,Rented,24,0,0,1,200,33.0,,0,0,,0,26,3138
769,WH_100769,EID_50769,Rural,Mid,North,Zone 3,1,0,2,5177,Rented,20,0,0,1,145,53.0,,13,0,B,4,27,17142
770,WH_100770,EID_50770,Rural,Mid,South,Zone 2,0,1,2,6137,Company Owned,58,0,0,1,154,28.0,,34,0,A,5,1,44151
771,WH_100771,EID_50771,Rural,Mid,North,Zone 4,6,0,3,7443,Company Owned,27,0,0,1,101,23.0,2017.0,5,1,A+,5,26,7124
772,WH_100772,EID_50772,Rural,Large,North,Zone 6,8,1,4,5097,Rented,20,0,0,0,208,15.0,2012.0,21,0,B,1,23,25146
773,WH_100773,EID_50773,Rural,Small,West,Zone 1,7,0,8,4415,Rented,21,0,0,0,84,17.0,2005.0,22,0,B+,5,3,25103
774,WH_100774,EID_50774,Rural,Large,North,Zone 6,1,1,4,6147,Company Owned,39,0,0,0,62,26.0,,5,0,A,3,28,7097
